,Program Name,Program Type,Avg Days Between Inspections
775,LITTLE STEPS - NORTHERN LIGHTS,FAMILY DAY HOME,119.7
776,LITTLE STEPS - NORTHERN LIGHTS,FAMILY DAY HOME,119.7
777,LITTLE STEPS - NORTHERN LIGHTS,FAMILY DAY HOME,119.7
778,LITTLE STEPS PRESCHOOL - EARL GREY,DAY CARE PROGRAM,70.14285714285714
779,LITTLE TREASURES INC.,OUT OF SCHOOL CARE PROGRAM,30.982142857142858
780,LITTLE TREASURES INC.,DAY CARE PROGRAM,30.982142857142858
781,LITTLE TREASURES INC.,DAY CARE PROGRAM,30.982142857142858
782,LITTLE TREASURES INC.,DAY CARE PROGRAM,30.982142857142858
783,LITTLE TREASURES INC.,DAY CARE PROGRAM,30.982142857142858
784,LITTLE TREASURES INGLEWOOD,OUT OF SCHOOL CARE PROGRAM,34.36986301369863
785,LITTLE TREASURES INGLEWOOD,OUT OF SCHOOL CARE PROGRAM,34.36986301369863
786,LITTLE TREASURES INGLEWOOD,OUT OF SCHOOL CARE PROGRAM,34.36986301369863
787,LITTLE TREASURES INGLEWOOD,OUT OF SCHOOL CARE PROGRAM,34.36986301369863
788,LITTLE TREASURES INGLEWOOD,OUT OF SCHOOL CARE PROGRAM,34.36986301369863
789,LITTLE TREASURES INGLEWOOD,OUT OF SCHOOL CARE PROGRAM,34.36986301369863
790,LITTLE TREASURES INGLEWOOD,OUT OF SCHOOL CARE PROGRAM,34.36986301369863
791,LITTLE TREASURES INGLEWOOD,OUT OF SCHOOL CARE PROGRAM,34.36986301369863
792,LITTLE TREASURES INGLEWOOD,OUT OF SCHOOL CARE PROGRAM,34.36986301369863
793,LITTLE WORLDS LEARNING CENTER,DAY CARE PROGRAM,41.85454545454545
794,LITTLE WORLDS LEARNING CENTER,DAY CARE PROGRAM,41.85454545454545
795,LITTLE WORLDS LEARNING CENTER,DAY CARE PROGRAM,41.85454545454545
796,LYCEE LOUIS PASTEUR SOCIETY,OUT OF SCHOOL CARE PROGRAM,30.448275862068964
797,LYNNWOOD LEARNING CENTRE,DAY CARE PROGRAM,27.25619834710744
798,LYNNWOOD LEARNING CENTRE,DAY CARE PROGRAM,27.25619834710744
799,LYNNWOOD LEARNING CENTRE,DAY CARE PROGRAM,27.25619834710744
800,MAGICAL LITTLE THINKERS,OUT OF SCHOOL CARE PROGRAM,86.66666666666667
801,MAGICAL LITTLE THINKERS,OUT OF SCHOOL CARE PROGRAM,86.66666666666667
802,MAGICAL LITTLE THINKERS,OUT OF SCHOOL CARE PROGRAM,86.66666666666667
803,MAHOGANY LEARNING CENTRE,OUT OF SCHOOL CARE PROGRAM,25.845238095238095
804,MAHOGANY SCHOLARS PRESCHOOL,OUT OF SCHOOL CARE PROGRAM,52.3859649122807
805,MAHOGANY SCHOLARS PRESCHOOL,DAY CARE PROGRAM,52.3859649122807
806,MAHOGANY SCHOLARS PRESCHOOL,DAY CARE PROGRAM,52.3859649122807
807,MAHOGANY SCHOLARS PRESCHOOL,DAY CARE PROGRAM,52.3859649122807
808,MAPLE ROOTS OOSC GLAMORGAN,OUT OF SCHOOL CARE PROGRAM,52.888888888888886
809,MAPLE ROOTS OOSC GLAMORGAN,OUT OF SCHOOL CARE PROGRAM,52.888888888888886
810,MAPLE ROOTS OOSC GLAMORGAN,OUT OF SCHOOL CARE PROGRAM,52.888888888888886
811,MAPLE ROOTS OOSC GUARDIAN ANGEL,OUT OF SCHOOL CARE PROGRAM,73.73076923076923
812,MAPLE ROOTS OOSC HAYSBORO,OUT OF SCHOOL CARE PROGRAM,125.67857142857143
813,MAPLE ROOTS OOSC ST THOMAS AQUINAS,OUT OF SCHOOL CARE PROGRAM,80.1304347826087
814,MAPLE ROOTS OOSC WEST SPRINGS,OUT OF SCHOOL CARE PROGRAM,62.2972972972973
815,MARIA MONTESSORI EDUCATION CENTRE OF CALGARY LTD.,OUT OF SCHOOL CARE PROGRAM,70.27272727272727
816,MASTER'S BEFORE AND AFTER SCHOOL PROGRAM,OUT OF SCHOOL CARE PROGRAM,84.22222222222223
817,MAYLAND HEIGHTS CHILD CARE CENTRE LTD.,OUT OF SCHOOL CARE PROGRAM,69.6
818,MAYLAND HEIGHTS CHILD CARE CENTRE LTD.,OUT OF SCHOOL CARE PROGRAM,69.6
819,MAYLAND HEIGHTS CHILDCARE CENTRE LTD.,OUT OF SCHOOL CARE PROGRAM,54.38636363636363
820,MCKENZIE LAKE CHILDCARE,OUT OF SCHOOL CARE PROGRAM,43.822784810126585
821,MELODIES PRESCHOOL HAWKWOOD,OUT OF SCHOOL CARE PROGRAM,66.0
822,MELODIES PRESCHOOL HAWKWOOD,OUT OF SCHOOL CARE PROGRAM,66.0
823,METIS CALGARY FAMILY SERVICES SOCIETY LITTLE SUNDANCE CHILDCARE CENTRE,OUT OF SCHOOL CARE PROGRAM,41.217948717948715
824,METIS CALGARY FAMILY SERVICES SOCIETY-NATIVE NETWORK PARENT LINK,OUT OF SCHOOL CARE PROGRAM,161.10526315789474
825,MI CASA MONTESSORI LTD.,DAY CARE PROGRAM,55.34426229508197
826,MICHAEL'S MONTESSORI CHILDREN'S CENTRE,OUT OF SCHOOL CARE PROGRAM,89.97368421052632
827,MICHAEL'S MONTESSORI CHILDREN'S CENTRE,OUT OF SCHOOL CARE PROGRAM,89.97368421052632
828,MID-SUN COMMUNITY CHILD CARE,OUT OF SCHOOL CARE PROGRAM,69.93617021276596
829,MID-SUN COMMUNITY CHILD CARE,OUT OF SCHOOL CARE PROGRAM,69.93617021276596
830,MID-SUN COMMUNITY CHILD CARE MIDNAPORE ELEMENTARY,OUT OF SCHOOL CARE PROGRAM,150.2173913043478
831,MIGHTY LEARNER - BUFFALO RUBBING STONE SCHOOL,OUT OF SCHOOL CARE PROGRAM,115.0
832,MIGHTY MINDS MONTESSORI,OUT OF SCHOOL CARE PROGRAM,170.27272727272728
833,MILHULRON DAY CARE LTD,DAY CARE PROGRAM,38.1
834,MILHULRON DAY CARE LTD.,DAY CARE PROGRAM,60.03703703703704
835,MILHULRON DAY CARE LTD.,DAY CARE PROGRAM,60.03703703703704
836,MILHULRON DAY CARE LTD.,DAY CARE PROGRAM,60.03703703703704
837,MILLENNIUM KIDZ N KARE LTD.,OUT OF SCHOOL CARE PROGRAM,138.04
838,MINI MIRACLES DAYCARE,DAY CARE PROGRAM,49.4
839,MINI MOVERS RIVERSTONE DAYHOME,OUT OF SCHOOL CARE PROGRAM,90.46666666666667
840,MINI MOVERS RIVERSTONE DAYHOME,OUT OF SCHOOL CARE PROGRAM,90.46666666666667
841,MINI MOVERS RIVERSTONE DAYHOME,OUT OF SCHOOL CARE PROGRAM,90.46666666666667
842,MISS MICHELLE'S CHILD DEVELOPMENT DAYCARE LTD.,OUT OF SCHOOL CARE PROGRAM,36.810810810810814
843,MISS MICHELLE'S CHILD DEVELOPMENT DAYCARE LTD.,OUT OF SCHOOL CARE PROGRAM,36.810810810810814
844,MISS MICHELLE'S CHILD DEVELOPMENT DAYCARE LTD.,OUT OF SCHOOL CARE PROGRAM,36.810810810810814
845,MMEC CHILD CARE PROGRAMS,OUT OF SCHOOL CARE PROGRAM,29.963963963963963
846,MMEC CHILD CARE PROGRAMS,OUT OF SCHOOL CARE PROGRAM,29.963963963963963
847,MMEC CHILD CARE PROGRAMS,OUT OF SCHOOL CARE PROGRAM,29.963963963963963
848,MOMMY'S KIDS CHILDCARE CENTRE LTD.,OUT OF SCHOOL CARE PROGRAM,20.62142857142857
849,MOMMY'S KIDS CHILDCARE CENTRE LTD.,OUT OF SCHOOL CARE PROGRAM,20.62142857142857
850,MOMMY'S KIDS CHILDCARE CENTRE LTD.,OUT OF SCHOOL CARE PROGRAM,20.62142857142857
851,MOMMY'S KIDS CHILDCARE CENTRE LTD.,OUT OF SCHOOL CARE PROGRAM,20.62142857142857
852,MOMMY'S KIDS CHILDCARE CENTRE LTD.,OUT OF SCHOOL CARE PROGRAM,20.62142857142857
853,MOMMY'S KIDS CHILDCARE CENTRE LTD.,OUT OF SCHOOL CARE PROGRAM,20.62142857142857
854,MONKEY VILLE CHILD CARE,OUT OF SCHOOL CARE PROGRAM,23.715686274509803
855,MONKEY VILLE CHILD CARE,OUT OF SCHOOL CARE PROGRAM,23.715686274509803
856,MONTESSORI ALBERTA,OUT OF SCHOOL CARE PROGRAM,109.2
857,MONTESSORI BY BRIGHTPATH,OUT OF SCHOOL CARE PROGRAM,18.08653846153846
858,MONTESSORI BY BRIGHTPATH,OUT OF SCHOOL CARE PROGRAM,18.08653846153846
859,MONTESSORI BY BRIGHTPATH,OUT OF SCHOOL CARE PROGRAM,18.08653846153846
860,MONTESSORI BY BRIGHTPATH,OUT OF SCHOOL CARE PROGRAM,18.08653846153846
861,MONTESSORI BY BRIGHTPATH,OUT OF SCHOOL CARE PROGRAM,18.08653846153846
862,MONTESSORI BY BRIGHTPATH,OUT OF SCHOOL CARE PROGRAM,18.08653846153846
863,MONTESSORI CASA - KILLARNEY,OUT OF SCHOOL CARE PROGRAM,48.31884057971015
864,MONTESSORI CASA - KILLARNEY,OUT OF SCHOOL CARE PROGRAM,48.31884057971015
865,MONTESSORI CASA - KILLARNEY,OUT OF SCHOOL CARE PROGRAM,48.31884057971015
866,MONTESSORI CASA - LAKE BONAVISTA,OUT OF SCHOOL CARE PROGRAM,59.679245283018865
867,MONTESSORI CASA - LAKE BONAVISTA,OUT OF SCHOOL CARE PROGRAM,59.679245283018865
868,MONTESSORI CASA - LAKE BONAVISTA,OUT OF SCHOOL CARE PROGRAM,59.679245283018865
869,MONTESSORI CASA - LAKE BONAVISTA,OUT OF SCHOOL CARE PROGRAM,59.679245283018865
870,MONTESSORI CASA - LAKE BONAVISTA,OUT OF SCHOOL CARE PROGRAM,59.679245283018865
871,MONTESSORI CHILDREN'S HOUSE ACADEMY LTD. #1,DAY CARE PROGRAM,143.77777777777777
872,MONTESSORI CHILDREN'S HOUSE ACADEMY LTD. #2,OUT OF SCHOOL CARE PROGRAM,70.28571428571429
873,MONTESSORI CHILDREN'S HOUSE ACADEMY LTD. 1,DAY CARE PROGRAM,22.203883495145632
874,MONTESSORI CHILDREN'S HOUSE ACADEMY LTD. 1,OUT OF SCHOOL CARE PROGRAM,22.203883495145632
875,MONTESSORI CHILDREN'S HOUSE ACADEMY LTD.#3,OUT OF SCHOOL CARE PROGRAM,57.01724137931034
876,MONTESSORI EARLY DEVELOPMENT ACADEMY,OUT OF SCHOOL CARE PROGRAM,61.921052631578945
877,MONTESSORI EARLY DEVELOPMENT ACADEMY,OUT OF SCHOOL CARE PROGRAM,61.921052631578945
878,MONTESSORI EARLY DEVELOPMENT ACADEMY,OUT OF SCHOOL CARE PROGRAM,61.921052631578945
879,MONTESSORI EARLY LEARNING CENTRE,OUT OF SCHOOL CARE PROGRAM,78.14814814814815
880,MONTESSORI LEARNING CENTRE,OUT OF SCHOOL CARE PROGRAM,78.14285714285714
881,MONTESSORI NURSERY #1,OUT OF SCHOOL CARE PROGRAM,139.44
882,MONTESSORI NURSERY #1,OUT OF SCHOOL CARE PROGRAM,139.44
883,MONTREUX CHILD CARE CENTRE,OUT OF SCHOOL CARE PROGRAM,45.833333333333336
884,MONTREUX CHILDCARE CENTRE,OUT OF SCHOOL CARE PROGRAM,35.78888888888889
885,MONTREUX CHILDCARE CENTRE,OUT OF SCHOOL CARE PROGRAM,35.78888888888889
886,MONTREUX CHILDCARE CENTRE,OUT OF SCHOOL CARE PROGRAM,35.78888888888889
887,MONTREUX CHILDCARE CENTRE,OUT OF SCHOOL CARE PROGRAM,35.78888888888889
888,MONTREUX CHILDCARE CENTRE,OUT OF SCHOOL CARE PROGRAM,35.78888888888889
889,MOSAIC MONTESSORI PARKDALE,OUT OF SCHOOL CARE PROGRAM,69.0
890,MOUNT ROYAL UNIVERSITY BEFORE & AFTER SCHOOL-ST. AUGUSTINE,DAY CARE PROGRAM,115.85714285714286
891,MOUNT ROYAL UNIVERSITY BEFORE AND AFTER SCHOOL,OUT OF SCHOOL CARE PROGRAM,135.3913043478261
892,MOUNT ROYAL UNIVERSITY BEFORE AND AFTER SCHOOL,OUT OF SCHOOL CARE PROGRAM,135.3913043478261
893,MOUNT ROYAL UNIVERSITY CHILD CARE CENTRE,OUT OF SCHOOL CARE PROGRAM,53.25
894,MOUNT ROYAL UNIVERSITY CHILD CARE CENTRE,OUT OF SCHOOL CARE PROGRAM,53.25
895,MOUNT ROYAL UNIVERSITY CHILD CARE CENTRE,OUT OF SCHOOL CARE PROGRAM,53.25
896,MTC CHILDCARE,OUT OF SCHOOL CARE PROGRAM,104.18181818181819
897,MTC CHILDCARE,OUT OF SCHOOL CARE PROGRAM,104.18181818181819
898,MTC CHILDCARE,OUT OF SCHOOL CARE PROGRAM,104.18181818181819
899,MY KINDERHOUSE,OUT OF SCHOOL CARE PROGRAM,52.5
900,MY KINDERHOUSE COUNTRY HILLS,OUT OF SCHOOL CARE PROGRAM,98.14285714285714
901,MY KINDERHOUSE SPRINGBANK HILL,OUT OF SCHOOL CARE PROGRAM,142.57142857142858
902,MY KINDERHOUSE SPRINGBANK HILL,OUT OF SCHOOL CARE PROGRAM,142.57142857142858
903,NEW BRIGHTON CHILD CARE,DAY CARE PROGRAM,41.06849315068493
904,NEW BRIGHTON CHILD CARE,DAY CARE PROGRAM,41.06849315068493
905,NORTH CALGARY EDUCENTRE,DAY CARE PROGRAM,61.714285714285715
906,NORTH HAVEN PLAYHOUSE,OUT OF SCHOOL CARE PROGRAM,101.0909090909091
907,NORTH HAVEN PLAYHOUSE,OUT OF SCHOOL CARE PROGRAM,101.0909090909091
908,NORTHMOUNT STUDENT CARE,OUT OF SCHOOL CARE PROGRAM,144.20833333333334
909,OAKS & ACORNS MONTESSORI CHILDCARE,OUT OF SCHOOL CARE PROGRAM,50.546875
910,OAKS & ACORNS MONTESSORI CHILDCARE,OUT OF SCHOOL CARE PROGRAM,50.546875
911,P.L.A.Y. COMMUNITY CHILD DEVELOPMENT CENTRE,OUT OF SCHOOL CARE PROGRAM,39.97727272727273
912,P.L.A.Y. COMMUNITY CHILD DEVELOPMENT CENTRE,OUT OF SCHOOL CARE PROGRAM,39.97727272727273
913,P.L.A.Y. COMMUNITY CHILD DEVELOPMENT CENTRE,OUT OF SCHOOL CARE PROGRAM,39.97727272727273
914,P.L.A.Y. COMMUNITY CHILD DEVELOPMENT CENTRE,OUT OF SCHOOL CARE PROGRAM,39.97727272727273
915,P.L.A.Y. COMMUNITY CHILD DEVELOPMENT CENTRE,OUT OF SCHOOL CARE PROGRAM,39.97727272727273
916,P.L.A.Y. COMMUNITY CHILD DEVELOPMENT CENTRE,OUT OF SCHOOL CARE PROGRAM,39.97727272727273
917,PAINTED WOMBAT FINE ARTS PRESCHOOL,PRE-SCHOOL PROGRAM,80.81818181818181
918,PANDA CHILD DEVELOPMENT CENTRE,OUT OF SCHOOL CARE PROGRAM,87.12
919,PANDA CHILD DEVELOPMENT CENTRE,OUT OF SCHOOL CARE PROGRAM,87.12
920,PANDA CHILD DEVELOPMENT CENTRE,OUT OF SCHOOL CARE PROGRAM,87.12
921,PANDA CHILD DEVELOPMENT CENTRE,OUT OF SCHOOL CARE PROGRAM,87.12
922,PARAMOUNT KIDS OUT OF SCHOOL CARE,DAY CARE PROGRAM,113.94117647058823
923,PARKLAND PRESCHOOL,OUT OF SCHOOL CARE PROGRAM,103.53125
924,PLAY PLAY PLAY,OUT OF SCHOOL CARE PROGRAM,68.95918367346938
925,PLAY PLAY PLAY,OUT OF SCHOOL CARE PROGRAM,68.95918367346938
926,PLAY PLAY PLAY,OUT OF SCHOOL CARE PROGRAM,68.95918367346938
927,PLAY PLAY PLAY,OUT OF SCHOOL CARE PROGRAM,68.95918367346938
928,PLAY PLAY PLAY,OUT OF SCHOOL CARE PROGRAM,68.95918367346938
929,PLAY WAY CHILD LEARNING CENTRE,DAY CARE PROGRAM,74.82222222222222
930,PLAY'N LEARN CHILD CARE CENTRE,OUT OF SCHOOL CARE PROGRAM,36.177083333333336
931,PLAY'N LEARN CHILD CARE CENTRE,OUT OF SCHOOL CARE PROGRAM,36.177083333333336
932,PLAY'N LEARN CHILD CARE CENTRE,DAY CARE PROGRAM,36.177083333333336
933,PLAY'N LEARN CHILD CARE CENTRE,DAY CARE PROGRAM,36.177083333333336
934,PLEASANT HEIGHTS AFTER SCHOOL - PANORAMA HILLS,OUT OF SCHOOL CARE PROGRAM,82.83333333333333
935,PLEASANT HEIGHTS AFTER SCHOOL #1,OUT OF SCHOOL CARE PROGRAM,97.88235294117646
936,PLEASANT HEIGHTS AFTER SCHOOL #2,OUT OF SCHOOL CARE PROGRAM,52.53030303030303
937,PLEASANT HEIGHTS AFTER SCHOOL #2,OUT OF SCHOOL CARE PROGRAM,52.53030303030303
938,PREFERRED CHILD CARE LTD.,OUT OF SCHOOL CARE PROGRAM,32.61682242990654
939,PRE-KINDERGARTEN AND OUT OF SCHOOL CARE AT HOPE LUTHERAN CHURCH,OUT OF SCHOOL CARE PROGRAM,130.4090909090909
940,PRE-KINDERGARTEN AT BRAESIDE SCHOOL,OUT OF SCHOOL CARE PROGRAM,141.22727272727272
941,PRE-KINDERGARTEN AT BRAESIDE SCHOOL,OUT OF SCHOOL CARE PROGRAM,141.22727272727272
942,PRE-KINDERGARTEN AT THE GENESIS CENTRE,OUT OF SCHOOL CARE PROGRAM,107.54838709677419
943,PREMATERNELLE ENTRE AMIS,OUT OF SCHOOL CARE PROGRAM,168.07692307692307
944,PRESCHOOL 101 INC.,OUT OF SCHOOL CARE PROGRAM,89.53125
945,PUDDLEDUCKS PRESCHOOL,OUT OF SCHOOL CARE PROGRAM,72.04166666666667
946,PUDDLEDUCKS PRESCHOOL,OUT OF SCHOOL CARE PROGRAM,72.04166666666667
947,PURPLE POTAMUS PRESCHOOL,OUT OF SCHOOL CARE PROGRAM,105.70967741935483
948,PURPLE POTAMUS PRESCHOOL,OUT OF SCHOOL CARE PROGRAM,105.70967741935483
949,PURPLE POTAMUS PRESCHOOL,OUT OF SCHOOL CARE PROGRAM,105.70967741935483
950,PURPLE POTAMUS PRESCHOOL & JUNIOR KINDERGARTEN,OUT OF SCHOOL CARE PROGRAM,95.66666666666667
951,PURPLE POTAMUS PRESCHOOL & JUNIOR KINDERGARTEN,OUT OF SCHOOL CARE PROGRAM,95.66666666666667
952,PURPLE POTAMUS PRESCHOOL & JUNIOR KINDERGARTEN,OUT OF SCHOOL CARE PROGRAM,95.66666666666667
953,QUARRY PARK CHILD DEVELOPMENT CENTRE,OUT OF SCHOOL CARE PROGRAM,34.38461538461539
954,QUARRY PARK CHILD DEVELOPMENT CENTRE,OUT OF SCHOOL CARE PROGRAM,34.38461538461539
955,QUARRY PARK CHILD DEVELOPMENT CENTRE,OUT OF SCHOOL CARE PROGRAM,34.38461538461539
956,RAINBOW CHILD CARE,OUT OF SCHOOL CARE PROGRAM,58.08
957,RAINBOW CHILD CARE,OUT OF SCHOOL CARE PROGRAM,58.08
958,RAINBOW ROOTS PRESCHOOL,OUT OF SCHOOL CARE PROGRAM,82.85714285714286
959,RAINBOW ROOTS PRESCHOOL,OUT OF SCHOOL CARE PROGRAM,82.85714285714286
960,RANCHLANDS CHILDREN COME FIRST ASSOCIATION,OUT OF SCHOOL CARE PROGRAM,52.6
961,RANCHLANDS CHILDREN COME FIRST ASSOCIATION - BOWCROFT,OUT OF SCHOOL CARE PROGRAM,132.55555555555554
962,RANCHLANDS CHILDREN COME FIRST ASSOCIATION - CNG,DAY CARE PROGRAM,0.0
963,RANCHLANDS CHILDREN COME FIRST ASSOCIATION - EVANSTON,OUT OF SCHOOL CARE PROGRAM,122.16666666666667
964,RANCHLANDS CHILDREN COME FIRST ASSOCIATION - HIGHWOOD,OUT OF SCHOOL CARE PROGRAM,126.25
965,RANCHLANDS CHILDREN COME FIRST ASSOCIATION-BANFF TRAIL,OUT OF SCHOOL CARE PROGRAM,145.25
966,RANCHLANDS CHILDREN COME FIRST ASSOCIATION-CAMBRIAN HEIGHTS,OUT OF SCHOOL CARE PROGRAM,129.375
967,RANCHLANDS PLAYCARE LTD / O/A PANDA CHILD DEVELOPMENT CENTRE,OUT OF SCHOOL CARE PROGRAM,105.0
968,"READY, SET, GO! PRESCHOOL",OUT OF SCHOOL CARE PROGRAM,59.37931034482759
969,"READY, SET, GO! PRESCHOOL",OUT OF SCHOOL CARE PROGRAM,59.37931034482759
970,"READY, SET, GO! PRESCHOOL",OUT OF SCHOOL CARE PROGRAM,59.37931034482759
971,"READY, SET, GO! PRESCHOOL",OUT OF SCHOOL CARE PROGRAM,59.37931034482759
972,"READY, SET, GO! PRESCHOOL",OUT OF SCHOOL CARE PROGRAM,59.37931034482759
973,"READY, SET, GO! PRESCHOOL",OUT OF SCHOOL CARE PROGRAM,59.37931034482759
974,RECHOUSE - ANDREW SIBBALD ELEMENTARY,OUT OF SCHOOL CARE PROGRAM,52.31578947368421
975,RECHOUSE - ANDREW SIBBALD ELEMENTARY,OUT OF SCHOOL CARE PROGRAM,52.31578947368421
976,RECHOUSE - LAKE BONAVISTA ELEMENTARY,OUT OF SCHOOL CARE PROGRAM,55.638888888888886
977,RECHOUSE - LAKE BONAVISTA ELEMENTARY,OUT OF SCHOOL CARE PROGRAM,55.638888888888886
978,RECHOUSE - LAKE BONAVISTA ELEMENTARY,OUT OF SCHOOL CARE PROGRAM,55.638888888888886
979,RECHOUSE - MCKENZIE TOWNE ELEMENTARY,OUT OF SCHOOL CARE PROGRAM,38.58
980,RECHOUSE - MCKENZIE TOWNE ELEMENTARY,OUT OF SCHOOL CARE PROGRAM,38.58
981,RECHOUSE - MCKENZIE TOWNE ELEMENTARY,OUT OF SCHOOL CARE PROGRAM,38.58
982,RECHOUSE - SAM LIVINGSTON ELEMENTARY,OUT OF SCHOOL CARE PROGRAM,65.06666666666666
983,RECHOUSE - SAM LIVINGSTON ELEMENTARY,OUT OF SCHOOL CARE PROGRAM,65.06666666666666
984,RECHOUSE - SAM LIVINGSTON ELEMENTARY,OUT OF SCHOOL CARE PROGRAM,65.06666666666666
985,REHOBOTH CHILD CARE SERVICES,OUT OF SCHOOL CARE PROGRAM,132.26315789473685
986,REMINGTON YMCA CHILD DEVELOPMENT CENTRE,OUT OF SCHOOL CARE PROGRAM,61.06818181818182
987,REMINGTON YMCA CHILD DEVELOPMENT CENTRE,OUT OF SCHOOL CARE PROGRAM,61.06818181818182
988,REMINGTON YMCA CHILD DEVELOPMENT CENTRE,OUT OF SCHOOL CARE PROGRAM,61.06818181818182
989,RENERT JUNIOR KINDERGARTEN,OUT OF SCHOOL CARE PROGRAM,119.54545454545455
990,RENERT JUNIOR KINDERGARTEN,OUT OF SCHOOL CARE PROGRAM,119.54545454545455
991,RENERT JUNIOR KINDERGARTEN,OUT OF SCHOOL CARE PROGRAM,119.54545454545455
992,RICHMOND CHILD CARE ASSOCIATION,OUT OF SCHOOL CARE PROGRAM,52.276923076923076
993,RIGHT START DAYCARE,DAY CARE PROGRAM,112.42857142857143
994,RIVER VALLEY EARLY LEARNING,OUT OF SCHOOL CARE PROGRAM,123.0
995,ROC CHILDCARE,OUT OF SCHOOL CARE PROGRAM,119.23076923076923
996,ROC CHILDCARE,OUT OF SCHOOL CARE PROGRAM,119.23076923076923
997,ROOTS AND WINGS PRESCHOOL,OUT OF SCHOOL CARE PROGRAM,92.91666666666667
998,ROSEDALE PLAYSCHOOL,OUT OF SCHOOL CARE PROGRAM,114.76666666666667
999,ROSEDALE PLAYSCHOOL,OUT OF SCHOOL CARE PROGRAM,114.76666666666667
1000,ROSEMONT COMMUNITY CHILDCARE,OUT OF SCHOOL CARE PROGRAM,87.42105263157895
1001,ROSEMONT COMMUNITY CHILDCARE,OUT OF SCHOOL CARE PROGRAM,87.42105263157895
1002,ROSEMONT COMMUNITY CHILDCARE,OUT OF SCHOOL CARE PROGRAM,87.42105263157895
1003,ROYAL DAYCARE CENTER,OUT OF SCHOOL CARE PROGRAM,32.13559322033898
1004,ROYAL DAYCARE CENTER,OUT OF SCHOOL CARE PROGRAM,32.13559322033898
1005,ROYAL DAYCARE CENTER,OUT OF SCHOOL CARE PROGRAM,32.13559322033898
1006,ROYAL DAYCARE CENTER LTD.,OUT OF SCHOOL CARE PROGRAM,45.0945945945946
1007,ROYAL DAYCARE CENTRE METIS TRAIL,FAMILY DAY HOME,51.8235294117647
1008,RVS KIDS CLUB,OUT OF SCHOOL CARE PROGRAM,81.26923076923077
1009,SADDLERIDGE DAYCARE,FAMILY DAY HOME,37.472727272727276
1010,SADDLERIDGE DAYCARE,FAMILY DAY HOME,37.472727272727276
1011,SADDLERIDGE DAYCARE,FAMILY DAY HOME,37.472727272727276
1012,SADDLERIDGE DAYCARE OOSC,FAMILY DAY HOME,44.40909090909091
1013,SANDSTONE CHILD LEARNING CENTRE,OUT OF SCHOOL CARE PROGRAM,37.65217391304348
1014,SANDSTONE CHILD LEARNING CENTRE,OUT OF SCHOOL CARE PROGRAM,37.65217391304348
1015,SANKALPA,OUT OF SCHOOL CARE PROGRAM,69.30434782608695
1016,SANKALPA,OUT OF SCHOOL CARE PROGRAM,69.30434782608695
1017,SANKALPA,OUT OF SCHOOL CARE PROGRAM,69.30434782608695
1018,SCARBORO COMMUNITY PRESCHOOL,OUT OF SCHOOL CARE PROGRAM,105.16129032258064
1019,SCHOOL'S OUT - SOUTHLAND LEISURE CENTRE,OUT OF SCHOOL CARE PROGRAM,59.19642857142857
1020,SCHOOL'S OUT - SOUTHLAND LEISURE CENTRE,OUT OF SCHOOL CARE PROGRAM,59.19642857142857
1021,SCHOOL'S OUT KIDS' OPTION INC (S.O.K.O. INC),OUT OF SCHOOL CARE PROGRAM,90.47368421052632
1022,SCHOOL'S OUT KIDS' OPTION INC (S.O.K.O. INC),OUT OF SCHOOL CARE PROGRAM,90.47368421052632
1023,SCIENCE MATTERS,OUT OF SCHOOL CARE PROGRAM,95.375
1024,SEEDLINGS SPANISH PRESCHOOL,OUT OF SCHOOL CARE PROGRAM,38.37837837837838
1025,SEEDLINGS SPANISH PRESCHOOL,OUT OF SCHOOL CARE PROGRAM,38.37837837837838
1026,SEEDLINGS SPANISH PRESCHOOL,OUT OF SCHOOL CARE PROGRAM,38.37837837837838
1027,SEEDLINGS SPANISH PRESCHOOL - BANFF TRAIL,OUT OF SCHOOL CARE PROGRAM,125.11111111111111
1028,SEEDLINGS SPANISH PRESCHOOL - SILVER SPRINGS,OUT OF SCHOOL CARE PROGRAM,220.2
1029,SEEDLINGS SPANISH PRESCHOOL - STRATHCONA,OUT OF SCHOOL CARE PROGRAM,153.25
1030,SEEDLINGS SPANISH PRESCHOOL LTD.,OUT OF SCHOOL CARE PROGRAM,88.88
1031,SEEDLINGS SPANISH PRESCHOOL LTD.,OUT OF SCHOOL CARE PROGRAM,88.88
1032,SEEDS OF S.P.I.C.E. EARLY LEARNING CENTRE INC.,OUT OF SCHOOL CARE PROGRAM,33.09090909090909
1033,SEEDS OF S.P.I.C.E. EARLY LEARNING CENTRE INC.,OUT OF SCHOOL CARE PROGRAM,33.09090909090909
1034,SEEDS OF S.P.I.C.E. EARLY LEARNING CENTRE INC.,OUT OF SCHOOL CARE PROGRAM,33.09090909090909
1035,SEEDS OF S.P.I.C.E. EARLY LEARNING CENTRE INC.,OUT OF SCHOOL CARE PROGRAM,33.09090909090909
1036,SEEDS OF S.P.I.C.E. EARLY LEARNING CENTRE INC.,OUT OF SCHOOL CARE PROGRAM,33.09090909090909
1037,SEEDS OF S.P.I.C.E. EARLY LEARNING CENTRE INC.,OUT OF SCHOOL CARE PROGRAM,33.09090909090909
1038,SEEDS OF S.P.I.C.E. EARLY LEARNING CENTRE INC.,OUT OF SCHOOL CARE PROGRAM,33.09090909090909
