,Program Name,Type of Program,Program City,Postal Code,Capacity,Inspection Date,Inspection Reason,Non Compliance,Enforcement Action,Remedy Date,Program_Address,latitude,longitude
5339,FIRST STEPS ACADEMY,FACILITY-BASED PROGRAM,CALGARY,T3H0V5,116,2023/03/14,INCIDENT REPORT,20(a)(ii) - Furnishings and equipment - Indoor and outdoor furnishings developmentally appropriate,ORDER TO REMEDY,,8561 8A  AVENUE SW,51.06146,-114.20985
5340,CREATIVE LEARNING CENTRE,FACILITY-BASED PROGRAM,CALGARY,T2J7C3,40,2022/04/14,INCIDENT REPORT,6(a) - Notice of changes - Comply with program plan in accordance with Section 2(a)& 5(b),ORDER TO REMEDY,,380 CANYON MEADOWS DRIVE SE,50.93034,-114.06386
5341,CODED MINDS - BANTING AND BEST ISTEAM LAB,FACILITY-BASED PROGRAM,CALGARY,T2C2K5,60,2022/09/22,CRITICAL INCIDENT REPORT,6(a) - Notice of changes - Comply with program plan in accordance with Section 2(a)& 5(b),ORDER TO REMEDY,,1819 66 AVENUE SE,50.99401,-114.01407
5342,CODED MINDS - BANTING AND BEST ISTEAM LAB,FACILITY-BASED PROGRAM,CALGARY,T2C2K5,60,2022/09/22,CRITICAL INCIDENT REPORT,28(1)(d) - Minimum staffing and general supervision - Children at all times supervised,ORDER TO REMEDY,,1819 66 AVENUE SE,50.99401,-114.01407
5343,BRAINEER ACADEMY,FACILITY-BASED PROGRAM,CALGARY,T2L1V9,50,2023/03/10,INSPECTION,23(1)(b)(i) - Administration records - Daily attendance of primary staff member includes arrival and departure,ORDER TO REMEDY,,3616 52 AVENUE NW,51.10111,-114.13947
5344,BRIGHTPATH BOWNESS,FACILITY-BASED PROGRAM,CALGARY,T3B2L6,106,2022/05/26,COMPLAINT INVESTIGATION,28(1)(d) - Minimum staffing and general supervision - Children at all times supervised,ORDER TO REMEDY,,3711 73 STREET NW,51.08603,-114.19367
5345,MI CASA MONTESSORI LTD.,FACILITY-BASED PROGRAM,CALGARY,T3E5S8,90,2022/02/10,INSPECTION,23(1)(b)(i) - Administration records - Daily attendance of primary staff member includes arrival and departure,ORDER TO REMEDY,,5940 LAKEVIEW DRIVE SW,51.00108,-114.13335
5346,MI CASA MONTESSORI LTD.,FACILITY-BASED PROGRAM,CALGARY,T3E5S8,90,2022/02/10,INSPECTION,23(1)(b)(ii) - Administration records - Daily attendance of primary staff member includes hours spent providing child care,ORDER TO REMEDY,,5940 LAKEVIEW DRIVE SW,51.00108,-114.13335
5347,BRIDLEWOOD OUT OF SCHOOL CARE,FACILITY-BASED PROGRAM,CALGARY,T2Y4S6,40,2023/03/14,INSPECTION,"6.1 - Comply with zoning, health, and safety requirements",ORDER TO REMEDY,,2335 162 AVENUE SW,50.90651,-114.11211
5348,BRIDLEWOOD OUT OF SCHOOL CARE,FACILITY-BASED PROGRAM,CALGARY,T2Y4S6,40,2023/03/14,INSPECTION,24(a) - Portable record - For child as per s.22,ORDER TO REMEDY,,2335 162 AVENUE SW,50.90651,-114.11211
5349,BRIGHTPATH BEDDINGTON,FACILITY-BASED PROGRAM,CALGARY,T3K1G5,88,2021/11/17,INCIDENT REPORT,6(a) - Notice of changes - Comply with program plan in accordance with Section 2(a)& 5(b),ORDER TO REMEDY,,3 BERMUDA ROAD NW,51.12897,-114.08015
5350,BRIGHTPATH BEDDINGTON,FACILITY-BASED PROGRAM,CALGARY,T3K1G5,88,2021/11/17,INCIDENT REPORT,"3(2)(c) - Child guidance - Use of physical restraint, confinement or isolation",ORDER TO REMEDY,,3 BERMUDA ROAD NW,51.12897,-114.08015
5351,MISS MICHELLE'S CHILD DEVELOPMENT DAYCARE LTD.,FACILITY-BASED PROGRAM,CALGARY,T1Y5P3,43,2023/02/24,COMPLAINT INVESTIGATION,7(2) - Incident reporting - Report each incident to director in manner required by statutory director,ORDER TO REMEDY,,3715 67 STREET NE,51.08617,-113.9373
5352,MISS MICHELLE'S CHILD DEVELOPMENT DAYCARE LTD.,FACILITY-BASED PROGRAM,CALGARY,T1Y5P3,43,2023/02/24,COMPLAINT INVESTIGATION,"3(2)(c) - Child guidance - Use of physical restraint, confinement or isolation",ORDER TO REMEDY,,3715 67 STREET NE,51.08617,-113.9373
5353,SUMMIT KIDS - ST JEROME,FACILITY-BASED PROGRAM,CALGARY,T3K5S3,95,2021/11/19,FOLLOW UP TO ENFORCEMENT ACTION,10(1)(a) - Medication - Written consent of child's parent,ORDER TO REMEDY,,11616 PANORAMA HILLS BOULEVARD NW,51.15699,-114.07908
5354,SCARBORO COMMUNITY PRESCHOOL,FACILITY-BASED PROGRAM,CALGARY,T3C2J9,16,2022/05/27,INSPECTION,"6.1 - Comply with zoning, health, and safety requirements",ORDER TO REMEDY,,536 SONORA  AVENUE SW,51.04189,-114.11105
5355,SCARBORO COMMUNITY PRESCHOOL,FACILITY-BASED PROGRAM,CALGARY,T3C2J9,16,2022/05/27,INSPECTION,10(1)(b)(ii) - Medication - Administered according to labelled directions,ORDER TO REMEDY,,536 SONORA  AVENUE SW,51.04189,-114.11105
5356,SOUTH CALGARY MONTESSORI CHILD CARE LTD.,FACILITY-BASED PROGRAM,CALGARY,T2C3G5,115,2022/08/09,INSPECTION,6(a) - Notice of changes - Comply with program plan in accordance with Section 2(a)& 5(b),ORDER TO REMEDY,,4720 106 AVENUE SE,50.95807,-113.96793
5357,BRIGHTPATH FALCONRIDGE,FACILITY-BASED PROGRAM,CALGARY,T3J1A4,99,2022/12/16,INCIDENT REPORT,3(1)(b) - Child guidance - Reasonable in the circumstances,ORDER TO REMEDY,,80 FALSHIRE DRIVE NE,51.10545,-113.94666
5358,MCKENZIE LAKE CHILDCARE,FACILITY-BASED PROGRAM,CALGARY,T2Z1L7,115,2022/12/16,INSPECTION,10(1)(a) - Medication - Written consent of child's parent,ORDER TO REMEDY,,16198 MCKENZIE LAKE WAY SE,50.90677,-113.98312
5359,MCKENZIE LAKE CHILDCARE,FACILITY-BASED PROGRAM,CALGARY,T2Z1L7,115,2022/12/16,INSPECTION,10(1)(b)(i) - Medication - Medication in original labelled container,ORDER TO REMEDY,,16198 MCKENZIE LAKE WAY SE,50.90677,-113.98312
5360,RECHOUSE - MCKENZIE TOWNE ELEMENTARY,FACILITY-BASED PROGRAM,CALGARY,T2Z0V3,56,2022/01/12,INCIDENT REPORT,28(1)(d) - Minimum staffing and general supervision - Children at all times supervised,ORDER TO REMEDY,,679 PRESTWICK CIRCLE SE,50.92673,-113.96688
5361,RECHOUSE - MCKENZIE TOWNE ELEMENTARY,FACILITY-BASED PROGRAM,CALGARY,T2Z0V3,56,2022/01/12,INCIDENT REPORT,6(a) - Notice of changes - Comply with program plan in accordance with Section 2(a)& 5(b),ORDER TO REMEDY,,679 PRESTWICK CIRCLE SE,50.92673,-113.96688
5362,LEGACY KIDS INC.,GROUP FAMILY CHILD CARE PROGRAM,CALGARY,T2X3Y6,10,2022/07/06,INSPECTION,2(1) - Group Family Child Care Program - program in keeping with needs of children,ORDER TO REMEDY,,171 LEGACY GLEN PARK SE,50.85975,-114.00587
5363,LEGACY KIDS INC.,GROUP FAMILY CHILD CARE PROGRAM,CALGARY,T2X3Y6,10,2022/07/06,INSPECTION,21(2)(a) - Administration Records - available for inspection by director at all times,ORDER TO REMEDY,,171 LEGACY GLEN PARK SE,50.85975,-114.00587
5364,LEGACY KIDS INC.,GROUP FAMILY CHILD CARE PROGRAM,CALGARY,T2X3Y6,10,2022/07/06,INSPECTION,20(1)(b) - Children's Records - completed enrolment form,ORDER TO REMEDY,,171 LEGACY GLEN PARK SE,50.85975,-114.00587
5365,CHILDREN COME FIRST ASSOCIATION - BANFF TRAIL,FACILITY-BASED PROGRAM,CALGARY,T2M4J3,75,2022/11/28,INSPECTION,24(a) - Portable record - For child as per s.22,ORDER TO REMEDY,,3232 COCHRANE ROAD NW,51.08119,-114.11663
5366,KIDS R FUN DAYCARE,FACILITY-BASED PROGRAM,CALGARY,T2C0R3,104,2022/02/15,VARIANCE REQUEST,3(1)(b) - Child guidance - Reasonable in the circumstances,ORDER TO REMEDY,,6630 20A STREET SE,50.99344,-114.00999
5367,MIGHTY LEARNER - BUFFALO RUBBING STONE SCHOOL,FACILITY-BASED PROGRAM,CALGARY,T3K0X2,75,2022/09/15,INSPECTION,28(1)(d) - Minimum staffing and general supervision - Children at all times supervised,ORDER TO REMEDY,,1308 PANATELLA BOULEVARD NW,51.16891,-114.08693
5368,THE IMAGINATION TREE CHILDCARE CENTRE,FACILITY-BASED PROGRAM,CALGARY,T2H2A7,81,2022/02/28,INCIDENT REPORT,6(b) - Accident or illness - Child receives medical attention,ORDER TO REMEDY,,6712 FISHER STREET SE,50.99334,-114.06948
5369,KIDS & COMPANY - EVANSTON,FACILITY-BASED PROGRAM,CALGARY,T3P0R9,140,2022/12/23,INCIDENT REPORT,3(1)(b) - Child guidance - Reasonable in the circumstances,ORDER TO REMEDY,,50 EVANSTON MANOR NW,51.18085,-114.09767
5370,CORNERSTONE CHILD DAY CARE INC. PHASE 2,FACILITY-BASED PROGRAM,CALGARY,T1Y2X1,67,2022/11/30,INCIDENT REPORT,3(1)(b) - Child guidance - Reasonable in the circumstances,ORDER TO REMEDY,,6208 RUNDLEHORN DRIVE NE,51.07106,-113.94454
5371,CREATIVE LEARNING CENTRE,FACILITY-BASED PROGRAM,CALGARY,T2J7C3,40,2022/06/17,INSPECTION,"6.1 - Comply with zoning, health, and safety requirements",ORDER TO REMEDY,,380 CANYON MEADOWS DRIVE SE,50.93034,-114.06386
5372,WONDERLAND ACADEMY LTD.,GROUP FAMILY CHILD CARE PROGRAM,CALGARY,T3A6L1,10,2022/10/28,INSPECTION,20(1)(g) - Children's Records - other information about the child including allergies and immunizations,ORDER TO REMEDY,,244 HIDDEN CREEK ROAD NW,51.16134,-114.10236
5373,WONDERLAND ACADEMY LTD.,GROUP FAMILY CHILD CARE PROGRAM,CALGARY,T3A6L1,10,2022/10/28,INSPECTION,6(1)(a) - Notice of Changes- comply with plan,ORDER TO REMEDY,,244 HIDDEN CREEK ROAD NW,51.16134,-114.10236
5374,CANCARE CHILDREN'S CENTRE II,FACILITY-BASED PROGRAM,CALGARY,T3G5X4,136,2023/01/20,INSPECTION,"DC - 30(a)(i) - Staff qualifications - 8:30-4:30, one in every three of the primary staff certified at minimum as a Level 2 ECE",ORDER TO REMEDY,,30 ARBOUR LAKE WAY NW,51.13794,-114.18606
5375,PUDDLEDUCKS PRESCHOOL,FACILITY-BASED PROGRAM,CALGARY,T3A1V7,26,2022/09/08,INSPECTION,25(1)(a)(ii) - Core requirements - Each staff/volunteer provides a current criminal record check to licence holder every 3 years,ORDER TO REMEDY,,4612 VARSITY DRIVE NW,51.09324,-114.1533
5376,MISS MICHELLE'S CHILD DEVELOPMENT DAYCARE LTD.,FACILITY-BASED PROGRAM,CALGARY,T1Y5P3,43,2023/02/24,COMPLAINT INVESTIGATION,6(a) - Notice of changes - Comply with program plan in accordance with Section 2(a)& 5(b),ORDER TO REMEDY,,3715 67 STREET NE,51.08617,-113.9373
5377,MISS MICHELLE'S CHILD DEVELOPMENT DAYCARE LTD.,FACILITY-BASED PROGRAM,CALGARY,T1Y5P3,43,2023/02/24,COMPLAINT INVESTIGATION,DC - 27(1)(a) - Ratios and maximum group size - Minimum primary staff member to child ratio,ORDER TO REMEDY,,3715 67 STREET NE,51.08617,-113.9373
5378,ZEBRA CROSSING ACADEMY,FACILITY-BASED PROGRAM,CALGARY,T3M2V6,118,2023/01/10,COMPLAINT INVESTIGATION,23(1)(a) - Administration records - Particulars of daily attendance of each child including arrival and departure,ORDER TO REMEDY,,180 MAHOGANY GARDENS SE,51.16831,-114.08999
5379,ZEBRA CROSSING ACADEMY,FACILITY-BASED PROGRAM,CALGARY,T3M2V6,118,2023/01/10,COMPLAINT INVESTIGATION,23(1)(b)(i) - Administration records - Daily attendance of primary staff member includes arrival and departure,ORDER TO REMEDY,,180 MAHOGANY GARDENS SE,51.16831,-114.08999
5380,RANCHLANDS PLAYCARE LTD / O/A PANDA CHILD DEVELOPMENT CENTRE,FACILITY-BASED PROGRAM,CALGARY,T3G1C3,104,2023/01/17,INSPECTION,10(1)(b)(ii) - Medication - Administered according to labelled directions,ORDER TO REMEDY,,8032 RANCHERO DRIVE NW,51.12497,-114.1891
5381,NORTH HAVEN PLAYHOUSE,FACILITY-BASED PROGRAM,CALGARY,T2K2K3,18,2022/03/18,INSPECTION,"DC - 30(a)(i) - Staff qualifications - 8:30-4:30, one in every three of the primary staff certified at minimum as a Level 2 ECE",ORDER TO REMEDY,,5003 NORTH HAVEN DRIVE NW,51.09905,-114.08642
5382,TINKERBOX CHILD DEVELOPMENT CENTRE,FACILITY-BASED PROGRAM,CALGARY,T2T0E4,34,2022/05/06,COMPLAINT INVESTIGATION,3(1)(b) - Child guidance - Reasonable in the circumstances,ORDER TO REMEDY,,1624 17 AVENUE SW,51.03796,-114.09901
5383,BRIAR HILL CHILDREN'S PROGRAMS-MAYLAND HEIGHTS,FACILITY-BASED PROGRAM,CALGARY,T2E6A2,56,2022/04/26,COMPLAINT INVESTIGATION,"OSC - 28(1)(b) - Minimum staffing and general supervision - Seven or more children present two staff on duty, one is a primary staff member",ORDER TO REMEDY,,2324 MAUNSELL DRIVE NE,51.05857,-114.00625
5384,BRIAR HILL CHILDREN'S PROGRAMS-MAYLAND HEIGHTS,FACILITY-BASED PROGRAM,CALGARY,T2E6A2,56,2022/04/26,COMPLAINT INVESTIGATION,OSC - 27.1(1)(a) - Ratios and maximum group size  - Minimum primary staff member to child ratio,ORDER TO REMEDY,,2324 MAUNSELL DRIVE NE,51.05857,-114.00625
5385,BRIAR HILL CHILDREN'S PROGRAMS-MAYLAND HEIGHTS,FACILITY-BASED PROGRAM,CALGARY,T2E6A2,56,2022/04/26,COMPLAINT INVESTIGATION,6(a) - Notice of changes - Comply with program plan in accordance with Section 2(a)& 5(b),ORDER TO REMEDY,,2324 MAUNSELL DRIVE NE,51.05857,-114.00625
5386,BRIAR HILL CHILDREN'S PROGRAMS-MAYLAND HEIGHTS,FACILITY-BASED PROGRAM,CALGARY,T2E6A2,56,2022/04/26,COMPLAINT INVESTIGATION,OSC - 30.1(a) - Staff qualifications - One in every four of the primary staff certified at minimum as a Level 2 ECE,ORDER TO REMEDY,,2324 MAUNSELL DRIVE NE,51.05857,-114.00625
5387,KINDERVALLEY MONTESSORI ACADEMY & DAYCARE,FACILITY-BASED PROGRAM,CALGARY,T2T4H4,70,2022/09/26,RENEWAL LICENCE INSPECTION,10(1)(a) - Medication - Written consent of child's parent,ORDER TO REMEDY,,4002 16 STREET SW,51.0191,-114.10031
5388,BRIDLEWOOD CHILDREN'S CENTRE,FACILITY-BASED PROGRAM,CALGARY,T2Y3P8,50,2022/07/20,INSPECTION,"6.1 - Comply with zoning, health, and safety requirements",ORDER TO REMEDY,,64 BRIDLEWOOD ROAD SW,50.90239,-114.10096
5389,HONEY BEAR DAY CARE,FACILITY-BASED PROGRAM,CALGARY,T2A6V3,114,2022/08/17,INSPECTION,10(1)(b)(ii) - Medication - Administered according to labelled directions,ORDER TO REMEDY,,6800 MEMORIAL DRIVE NE,51.05259,-113.9362
5390,CHRIST CHURCH PRESCHOOL CENTRE,FACILITY-BASED PROGRAM,CALGARY,T2T3A7,20,2021/10/28,INSPECTION,23(1)(b)(ii) - Administration records - Daily attendance of primary staff member includes hours spent providing child care,ORDER TO REMEDY,,3602 8 STREET SW,51.02268,-114.08344
5391,KINDERVALLEY MONTESSORI ACADEMY & DAYCARE,FACILITY-BASED PROGRAM,CALGARY,T2T4H4,70,2022/09/26,RENEWAL LICENCE INSPECTION,24(a) - Portable record - For child as per s.22,ORDER TO REMEDY,,4002 16 STREET SW,51.0191,-114.10031
5392,SCHOOL'S OUT - SOUTHLAND LEISURE CENTRE,FACILITY-BASED PROGRAM,CALGARY,T2V4S4,54,2022/09/23,INSPECTION,9(b) - Duty to post - Report,ORDER TO REMEDY,,2000 SOUTHLAND DRIVE SW,50.96158,-114.10772
5393,SCHOOL'S OUT - SOUTHLAND LEISURE CENTRE,FACILITY-BASED PROGRAM,CALGARY,T2V4S4,54,2022/09/23,INSPECTION,25(1)(a)(ii) - Core requirements - Each staff/volunteer provides a current criminal record check to licence holder every 3 years,ORDER TO REMEDY,,2000 SOUTHLAND DRIVE SW,50.96158,-114.10772
5394,SCHOOL'S OUT - SOUTHLAND LEISURE CENTRE,FACILITY-BASED PROGRAM,CALGARY,T2V4S4,54,2022/09/23,INSPECTION,5(2) - Emergency and safety contacts and procedures  - Emergency after hours number and evacuation procedures posted on premises,ORDER TO REMEDY,,2000 SOUTHLAND DRIVE SW,50.96158,-114.10772
5395,PLEASANT HEIGHTS AFTER SCHOOL #1,FACILITY-BASED PROGRAM,CALGARY,T2M3M4,109,2022/10/05,VARIANCE REQUEST,22(1)(g) - Children's records - Other information about the child including allergies and immunizations,ORDER TO REMEDY,,2108 10 STREET NW,51.07075,-114.0847
5396,CAPTAIN JOHN PALLISER PRE-KINDERGARTEN AND OUT OF SCHOOL CARE,FACILITY-BASED PROGRAM,CALGARY,T2L0G6,80,2021/12/10,INSPECTION,10(2)(a) - Medication - Name of medication is recorded,ORDER TO REMEDY,,1484 NORTHMOUNT DRIVE NW,51.09616,-114.13634
5397,CAPTAIN JOHN PALLISER PRE-KINDERGARTEN AND OUT OF SCHOOL CARE,FACILITY-BASED PROGRAM,CALGARY,T2L0G6,80,2021/12/10,INSPECTION,10(2)(b) - Medication - Time medication administered recorded,ORDER TO REMEDY,,1484 NORTHMOUNT DRIVE NW,51.09616,-114.13634
5398,RECHOUSE - MCKENZIE TOWNE ELEMENTARY,FACILITY-BASED PROGRAM,CALGARY,T2Z0V3,56,2022/09/14,INSPECTION,25(1)(a)(ii) - Core requirements - Each staff/volunteer provides a current criminal record check to licence holder every 3 years,ORDER TO REMEDY,,679 PRESTWICK CIRCLE SE,50.92673,-113.96688
5399,BLOSSOM HEIGHTS CHILD CARE CENTRE,FACILITY-BASED PROGRAM,CALGARY,T2C0P1,24,2022/03/02,INSPECTION,23(1)(b)(i) - Administration records - Daily attendance of primary staff member includes arrival and departure,ORDER TO REMEDY,,6615 19 STREET SE,50.99534,-114.0137
5400,BLOSSOM HEIGHTS CHILD CARE CENTRE,FACILITY-BASED PROGRAM,CALGARY,T2C0P1,24,2022/03/02,INSPECTION,25(2)(b) - Core requirements - New staff/volunteer must not have unsupervised access until criminal record check is provided,ORDER TO REMEDY,,6615 19 STREET SE,50.99534,-114.0137
5401,BLOSSOM HEIGHTS CHILD CARE CENTRE,FACILITY-BASED PROGRAM,CALGARY,T2C0P1,24,2022/03/02,INSPECTION,DC - 26(1) (b) - Program supervisor - Certified as a Level 3 ECE is on duty at all times,ORDER TO REMEDY,,6615 19 STREET SE,50.99534,-114.0137
5402,BLOSSOM HEIGHTS CHILD CARE CENTRE,FACILITY-BASED PROGRAM,CALGARY,T2C0P1,24,2022/03/02,INSPECTION,"DC - 30(a)(i) - Staff qualifications - 8:30-4:30, one in every three of the primary staff certified at minimum as a Level 2 ECE",ORDER TO REMEDY,,6615 19 STREET SE,50.99534,-114.0137
5403,BLOSSOM HEIGHTS CHILD CARE CENTRE,FACILITY-BASED PROGRAM,CALGARY,T2C0P1,24,2022/03/02,INSPECTION,24(a) - Portable record - For child as per s.22,ORDER TO REMEDY,,6615 19 STREET SE,50.99534,-114.0137
5404,BLOSSOM HEIGHTS CHILD CARE CENTRE,FACILITY-BASED PROGRAM,CALGARY,T2C0P1,24,2022/03/02,INSPECTION,25(2)(a) - Core requirements - New staff/volunteer must provide criminal record check within 8 weeks of commencement,ORDER TO REMEDY,,6615 19 STREET SE,50.99534,-114.0137
5405,BLOSSOM HEIGHTS CHILD CARE CENTRE,FACILITY-BASED PROGRAM,CALGARY,T2C0P1,24,2022/03/02,INSPECTION,OSC - 30.1(a) - Staff qualifications - One in every four of the primary staff certified at minimum as a Level 2 ECE,ORDER TO REMEDY,,6615 19 STREET SE,50.99534,-114.0137
5406,MAHOGANY LEARNING CENTRE,FACILITY-BASED PROGRAM,CALGARY,T3M0T2,173,2022/10/26,CRITICAL INCIDENT REPORT,6(a) - Accident or illness - Child's parent is notified of incident,LICENCE SUSPENSION,,4 MAHOGANY ROW SE,50.89863,-113.93981
5407,MAHOGANY LEARNING CENTRE,FACILITY-BASED PROGRAM,CALGARY,T3M0T2,173,2022/10/26,CRITICAL INCIDENT REPORT,23(1)(a) - Administration records - Particulars of daily attendance of each child including arrival and departure,LICENCE SUSPENSION,,4 MAHOGANY ROW SE,50.89863,-113.93981
5408,MAHOGANY LEARNING CENTRE,FACILITY-BASED PROGRAM,CALGARY,T3M0T2,173,2022/10/26,CRITICAL INCIDENT REPORT,6(a) - Notice of changes - Comply with program plan in accordance with Section 2(a)& 5(b),LICENCE SUSPENSION,,4 MAHOGANY ROW SE,50.89863,-113.93981
5409,MAHOGANY LEARNING CENTRE,FACILITY-BASED PROGRAM,CALGARY,T3M0T2,173,2022/10/26,CRITICAL INCIDENT REPORT,7(2) - Incident reporting - Report each incident to director in manner required by statutory director,LICENCE SUSPENSION,,4 MAHOGANY ROW SE,50.89863,-113.93981
5410,MAHOGANY LEARNING CENTRE,FACILITY-BASED PROGRAM,CALGARY,T3M0T2,173,2022/10/26,CRITICAL INCIDENT REPORT,28(1)(d) - Minimum staffing and general supervision - Children at all times supervised,LICENCE SUSPENSION,,4 MAHOGANY ROW SE,50.89863,-113.93981
5411,MONTREUX CHILDCARE CENTRE,FACILITY-BASED PROGRAM,CALGARY,T3H0Z1,52,2022/11/30,INSPECTION,DC - 26(2)(a) - Program supervisor - Not on premises has designated alternate,VARIATION OF LICENCE PROVISIONS,,288 STREET MORITZ DRIVE SW,51.03376,-114.21294
5412,MONTREUX CHILDCARE CENTRE,FACILITY-BASED PROGRAM,CALGARY,T3H0Z1,52,2022/11/30,INSPECTION,OSC - 30.1(a) - Staff qualifications - One in every four of the primary staff certified at minimum as a Level 2 ECE,VARIATION OF LICENCE PROVISIONS,,288 STREET MORITZ DRIVE SW,51.03376,-114.21294
5413,BRIGHTPATH MARLBOROUGH,FACILITY-BASED PROGRAM,CALGARY,T2A3V8,103,2022/10/18,INSPECTION,20(a)(i) -  Furnishings and equipment - Indoor and outdoor furnishings safe and in good repair,ORDER TO REMEDY,,4603 MARBANK DRIVE NE,51.06337,-113.96838
5414,BRIGHTPATH MARLBOROUGH,FACILITY-BASED PROGRAM,CALGARY,T2A3V8,103,2022/10/18,INSPECTION,6(a) - Notice of changes - Comply with program plan in accordance with Section 2(a)& 5(b),ORDER TO REMEDY,,4603 MARBANK DRIVE NE,51.06337,-113.96838
5415,SUN PILLARS ACADEMY INC.,FACILITY-BASED PROGRAM,CALGARY,T3J0P6,47,2023/01/11,INSPECTION,23(1)(b)(i) - Administration records - Daily attendance of primary staff member includes arrival and departure,NOTICE OF NON-COMPLIANCE,,7171 80 AVENUE NE,51.12505,-113.93248
5416,DOMINICAN SISTERS DAY CARE CENTRE,FACILITY-BASED PROGRAM,CALGARY,T2N3Z4,16,2022/11/16,INSPECTION,25(1)(a)(ii) - Core requirements - Each staff/volunteer provides a current criminal record check to licence holder every 3 years,ORDER TO REMEDY,,2108 UXBRIDGE DRIVE NW,51.07114,-114.13038
5417,SKYVIEW EARLY LEARNING VILLAGE,FACILITY-BASED PROGRAM,CALGARY,T3N1S3,60,2022/10/12,COMPLAINT INVESTIGATION,6(1)(f) - Provisions of licence - Other conditions of licence,ORDER TO REMEDY,,120 SKYVIEW RANCH DRIVE NE,51.16192,-113.96035
5418,SKYVIEW EARLY LEARNING VILLAGE,FACILITY-BASED PROGRAM,CALGARY,T3N1S3,60,2022/10/12,COMPLAINT INVESTIGATION,28(1)(d) - Minimum staffing and general supervision - Children at all times supervised,ORDER TO REMEDY,,120 SKYVIEW RANCH DRIVE NE,51.16192,-113.96035
5419,ZEBRA CROSSING ACADEMY,FACILITY-BASED PROGRAM,CALGARY,T3M2V6,118,2022/08/19,INCIDENT REPORT,20(a)(ii) - Furnishings and equipment - Indoor and outdoor furnishings developmentally appropriate,ORDER TO REMEDY,,180 MAHOGANY GARDENS SE,51.16831,-114.08999
5420,ZEBRA CROSSING ACADEMY,FACILITY-BASED PROGRAM,CALGARY,T3M2V6,118,2022/08/19,INCIDENT REPORT,20(a)(i) -  Furnishings and equipment - Indoor and outdoor furnishings safe and in good repair,ORDER TO REMEDY,,180 MAHOGANY GARDENS SE,51.16831,-114.08999
5421,ZEBRA CROSSING ACADEMY,FACILITY-BASED PROGRAM,CALGARY,T3M2V6,118,2022/08/19,INCIDENT REPORT,28(1)(d) - Minimum staffing and general supervision - Children at all times supervised,ORDER TO REMEDY,,180 MAHOGANY GARDENS SE,51.16831,-114.08999
5422,SHANE HOMES YMCA AT ROCKY RIDGE CHILD DEVELOPMENT CENTRE,FACILITY-BASED PROGRAM,CALGARY,T3G5W6,58,2022/12/06,INCIDENT REPORT,7(2) - Incident reporting - Report each incident to director in manner required by statutory director,ORDER TO REMEDY,,11300 ROCKY RIDGE ROAD NW,51.1584,-114.23347
5423,KALEIDOSCOPE KIDS PRESCHOOL TUSCANY MARKET,FACILITY-BASED PROGRAM,CALGARY,T3L2V7,48,2022/09/20,INSPECTION,"6.1 - Comply with zoning, health, and safety requirements",ORDER TO REMEDY,,11300 TUSCANY BOULEVARD NW,51.12358,-114.24784
5424,KINDERVALLEY MONTESSORI ACADEMY & DAYCARE,FACILITY-BASED PROGRAM,CALGARY,T2T4H4,70,2022/09/26,RENEWAL LICENCE INSPECTION,10(3)(b)(ii) - Medication - Medication needed by a particular child stored in a way agreed on by licence holder and parents,ORDER TO REMEDY,,4002 16 STREET SW,51.0191,-114.10031
5425,MONTREUX CHILDCARE CENTRE,FACILITY-BASED PROGRAM,CALGARY,T3H0Z1,52,2021/11/19,INSPECTION,23(1)(b)(i) - Administration records - Daily attendance of primary staff member includes arrival and departure,ORDER TO REMEDY,,288 STREET MORITZ DRIVE SW,51.03376,-114.21294
5426,MONTREUX CHILDCARE CENTRE,FACILITY-BASED PROGRAM,CALGARY,T3H0Z1,52,2022/11/30,INSPECTION,3(1)(b) - Child guidance - Reasonable in the circumstances,VARIATION OF LICENCE PROVISIONS,,288 STREET MORITZ DRIVE SW,51.03376,-114.21294
5427,MONTREUX CHILDCARE CENTRE,FACILITY-BASED PROGRAM,CALGARY,T3H0Z1,52,2022/11/30,INSPECTION,23(1)(b)(i) - Administration records - Daily attendance of primary staff member includes arrival and departure,VARIATION OF LICENCE PROVISIONS,,288 STREET MORITZ DRIVE SW,51.03376,-114.21294
5428,MMEC CHILD CARE PROGRAMS,FACILITY-BASED PROGRAM,CALGARY,T2N1K6,127,2021/11/09,INSPECTION,10(1)(b)(ii) - Medication - Administered according to labelled directions,ORDER TO REMEDY,,2634 12 AVENUE NW,51.06224,-114.12346
5429,MMEC CHILD CARE PROGRAMS,FACILITY-BASED PROGRAM,CALGARY,T2N1K6,127,2023/02/08,INSPECTION,6(a) - Notice of changes - Comply with program plan in accordance with Section 2(a)& 5(b),ORDER TO REMEDY,,2634 12 AVENUE NW,51.06224,-114.12346
5430,MMEC CHILD CARE PROGRAMS,FACILITY-BASED PROGRAM,CALGARY,T2N1K6,127,2023/02/08,INSPECTION,23(1)(b)(i) - Administration records - Daily attendance of primary staff member includes arrival and departure,ORDER TO REMEDY,,2634 12 AVENUE NW,51.06224,-114.12346
